timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1493670812643,527,GET: Dashboard Page,200,OK,Users 1-2,text,true,,5716,276,1,1,526,0,0
1493670813171,50,GET: Create Event Page,200,OK,Users 1-2,text,true,,6986,274,1,1,50,0,0
1493670813278,55,GET: Home Page,200,OK,Users 1-3,text,true,,5750,182,2,2,55,0,1
1493670813334,31,GET: Sign In Page,200,OK,Users 1-3,text,true,,5309,189,2,2,28,0,0
1493670813366,174,POST: Sign In Page,200,OK,Users 1-3,text,true,,6020,418,2,2,117,0,0
1493670813541,66,GET: Home Page,200,OK,Users 1-3,text,true,,5739,261,2,2,66,0,0
1493670813222,562,GET: Manage Events Page,200,OK,Users 1-2,text,true,,1811457,274,2,2,542,0,0
1493670813802,132,POST: Create Event Page,200,OK,Users 1-2,text,false,Test failed: text expected to contain /Event sucessfully created!/,5506,91704,2,2,59,0,0
1493670813935,143,GET: Search Events Page,200,OK,Users 1-2,text,false,Test failed: text expected to contain /Enter search query/,5506,542,2,2,76,0,0
1493670813607,558,GET: Dashboard Page,200,OK,Users 1-3,text,true,,5716,276,2,2,558,0,0
1493670814078,138,POST: Search Events Page,200,OK,Users 1-2,text,false,Test failed: text expected to contain /JMeter Test Title/,5506,505,2,2,69,0,0
1493670814166,76,GET: Create Event Page,200,OK,Users 1-3,text,true,,6986,274,2,2,75,0,0
1493670814276,96,GET: Home Page,200,OK,Users 1-4,text,true,,5750,182,3,3,96,0,1
1493670814372,63,GET: Sign In Page,200,OK,Users 1-4,text,true,,5309,189,3,3,61,0,0
1493670814217,263,GET: Sign Out Page,200,OK,Users 1-2,text,true,,5940,530,3,3,45,0,0
1493670814435,198,POST: Sign In Page,200,OK,Users 1-4,text,true,,6020,418,2,2,114,0,0
1493670814634,61,GET: Home Page,200,OK,Users 1-4,text,true,,5739,261,2,2,60,0,0
1493670814243,701,GET: Manage Events Page,200,OK,Users 1-3,text,true,,1811576,274,2,2,659,0,0
1493670814947,141,POST: Create Event Page,200,OK,Users 1-3,text,false,Test failed: text expected to contain /Event sucessfully created!/,5506,91623,2,2,62,0,0
1493670814695,488,GET: Dashboard Page,200,OK,Users 1-4,text,true,,5716,276,2,2,486,0,0
1493670815089,150,GET: Search Events Page,200,OK,Users 1-3,text,false,Test failed: text expected to contain /Enter search query/,5506,542,2,2,50,0,0
1493670815184,75,GET: Create Event Page,200,OK,Users 1-4,text,true,,6986,274,2,2,74,0,0
1493670815277,64,GET: Home Page,200,OK,Users 1-5,text,true,,5750,182,3,3,64,0,1
1493670815342,21,GET: Sign In Page,200,OK,Users 1-5,text,true,,5309,189,3,3,21,0,0
1493670815239,183,POST: Search Events Page,200,OK,Users 1-3,text,false,Test failed: text expected to contain /JMeter Test Title/,5506,505,3,3,60,0,0
1493670815423,160,GET: Sign Out Page,200,OK,Users 1-3,text,true,,5940,530,3,3,50,0,0
1493670815363,249,POST: Sign In Page,200,OK,Users 1-5,text,true,,6020,418,2,2,154,0,0
1493670815612,118,GET: Home Page,200,OK,Users 1-5,text,true,,5739,261,2,2,118,0,0
1493670815260,883,GET: Manage Events Page,200,OK,Users 1-4,text,true,,1811452,274,2,2,844,0,0
1493670816150,121,POST: Create Event Page,200,OK,Users 1-4,text,false,Test failed: text expected to contain /Event sucessfully created!/,5506,91614,2,2,50,0,0
1493670816272,125,GET: Search Events Page,200,OK,Users 1-4,text,false,Test failed: text expected to contain /Enter search query/,5506,542,2,2,55,0,0
1493670815730,697,GET: Dashboard Page,200,OK,Users 1-5,text,true,,5716,276,2,2,697,0,0
1493670816428,69,GET: Create Event Page,200,OK,Users 1-5,text,true,,6986,274,2,2,69,0,0
1493670816398,102,POST: Search Events Page,200,OK,Users 1-4,text,false,Test failed: text expected to contain /JMeter Test Title/,5506,505,2,2,38,0,0
1493670816501,82,GET: Sign Out Page,200,OK,Users 1-4,text,true,,5940,530,2,2,35,0,0
1493670816498,420,GET: Manage Events Page,200,OK,Users 1-5,text,true,,1811451,274,1,1,397,0,0
1493670816923,251,POST: Create Event Page,200,OK,Users 1-5,text,true,,5805,91465,1,1,249,0,0
1493670817174,57,GET: Search Events Page,200,OK,Users 1-5,text,true,,4884,274,1,1,57,0,0
1493670817232,370,POST: Search Events Page,200,OK,Users 1-5,text,true,,1209728,302,1,1,355,0,0
1493670817604,144,GET: Sign Out Page,200,OK,Users 1-5,text,true,,6019,451,1,1,48,0,1
1493670841134,68,GET: Home Page,200,OK,Users 1-1,text,true,,5750,182,1,1,68,0,2
1493670841202,22,GET: Sign In Page,200,OK,Users 1-1,text,true,,5309,189,1,1,22,0,0
1493670841225,120,POST: Sign In Page,200,OK,Users 1-1,text,true,,6020,418,1,1,71,0,0
1493670841345,48,GET: Home Page,200,OK,Users 1-1,text,true,,5739,261,1,1,48,0,0
1493670841394,382,GET: Dashboard Page,200,OK,Users 1-1,text,true,,5716,276,1,1,381,0,0
1493670841776,56,GET: Create Event Page,200,OK,Users 1-1,text,true,,6986,274,1,1,56,0,0
1493670841832,414,GET: Manage Events Page,200,OK,Users 1-1,text,true,,1931981,274,1,1,394,0,0
1493670842249,255,POST: Create Event Page,200,OK,Users 1-1,text,true,,5805,91411,1,1,255,0,0
1493670842504,51,GET: Search Events Page,200,OK,Users 1-1,text,true,,4884,274,1,1,51,0,0
1493670842555,321,POST: Search Events Page,200,OK,Users 1-1,text,true,,1209623,302,1,1,310,0,0
1493670842878,68,GET: Sign Out Page,200,OK,Users 1-1,text,true,,6019,451,1,1,30,0,0
1493670843136,44,GET: Home Page,200,OK,Users 1-2,text,true,,5750,182,1,1,44,0,3
1493670843181,20,GET: Sign In Page,200,OK,Users 1-2,text,true,,5309,189,1,1,20,0,0
1493670843202,121,POST: Sign In Page,200,OK,Users 1-2,text,true,,6020,418,1,1,77,0,0
1493670843324,58,GET: Home Page,200,OK,Users 1-2,text,true,,5739,261,1,1,57,0,0
1493670843382,439,GET: Dashboard Page,200,OK,Users 1-2,text,true,,5716,276,1,1,439,0,0
1493670843821,57,GET: Create Event Page,200,OK,Users 1-2,text,true,,6986,274,1,1,57,0,0
1493670843878,450,GET: Manage Events Page,200,OK,Users 1-2,text,true,,2052463,274,1,1,425,0,0
1493670844331,251,POST: Create Event Page,200,OK,Users 1-2,text,true,,5805,91447,1,1,250,0,0
1493670844582,48,GET: Search Events Page,200,OK,Users 1-2,text,true,,4884,274,1,1,48,0,0
1493670844630,360,POST: Search Events Page,200,OK,Users 1-2,text,true,,1209629,302,1,1,344,0,0
1493670844992,71,GET: Sign Out Page,200,OK,Users 1-2,text,true,,6019,451,1,1,28,0,0
1493670845135,40,GET: Home Page,200,OK,Users 1-3,text,true,,5750,182,1,1,40,0,1
1493670845176,23,GET: Sign In Page,200,OK,Users 1-3,text,true,,5309,189,1,1,22,0,0
1493670845199,126,POST: Sign In Page,200,OK,Users 1-3,text,true,,6020,418,1,1,77,0,0
1493670845326,53,GET: Home Page,200,OK,Users 1-3,text,true,,5739,261,1,1,53,0,0
1493670845379,454,GET: Dashboard Page,200,OK,Users 1-3,text,true,,5716,276,1,1,454,0,0
1493670845834,64,GET: Create Event Page,200,OK,Users 1-3,text,true,,6986,274,1,1,64,0,0
1493670845899,485,GET: Manage Events Page,200,OK,Users 1-3,text,true,,2172946,274,1,1,455,0,0
1493670846387,250,POST: Create Event Page,200,OK,Users 1-3,text,true,,5805,91483,1,1,250,0,0
1493670846637,49,GET: Search Events Page,200,OK,Users 1-3,text,true,,4884,274,1,1,49,0,0
1493670846686,347,POST: Search Events Page,200,OK,Users 1-3,text,true,,1209729,302,1,1,327,0,0
1493670847035,65,GET: Sign Out Page,200,OK,Users 1-3,text,true,,6019,451,1,1,29,0,0
1493670847136,44,GET: Home Page,200,OK,Users 1-4,text,true,,5750,182,1,1,44,0,1
1493670847181,17,GET: Sign In Page,200,OK,Users 1-4,text,true,,5309,189,1,1,17,0,0
1493670847198,116,POST: Sign In Page,200,OK,Users 1-4,text,true,,6020,418,1,1,69,0,0
1493670847314,75,GET: Home Page,200,OK,Users 1-4,text,true,,5739,261,1,1,75,0,0
1493670847390,439,GET: Dashboard Page,200,OK,Users 1-4,text,true,,5716,276,1,1,439,0,0
1493670847830,75,GET: Create Event Page,200,OK,Users 1-4,text,true,,6986,274,1,1,75,0,0
1493670847906,506,GET: Manage Events Page,200,OK,Users 1-4,text,true,,2293344,274,1,1,479,0,0
1493670848416,241,POST: Create Event Page,200,OK,Users 1-4,text,true,,5805,91411,1,1,241,0,0
1493670848658,55,GET: Search Events Page,200,OK,Users 1-4,text,true,,4884,274,1,1,55,0,0
1493670848713,457,POST: Search Events Page,200,OK,Users 1-4,text,true,,1209623,302,2,2,420,0,0
1493670849139,92,GET: Home Page,200,OK,Users 1-5,text,true,,5750,182,2,2,92,0,1
1493670849231,55,GET: Sign In Page,200,OK,Users 1-5,text,true,,5309,189,2,2,55,0,0
1493670849173,143,GET: Sign Out Page,200,OK,Users 1-4,text,true,,6019,451,2,2,67,0,1
1493670849286,140,POST: Sign In Page,200,OK,Users 1-5,text,true,,6020,418,1,1,93,0,0
1493670849427,49,GET: Home Page,200,OK,Users 1-5,text,true,,5739,261,1,1,49,0,0
1493670849476,500,GET: Dashboard Page,200,OK,Users 1-5,text,true,,5716,276,1,1,500,0,0
1493670849976,66,GET: Create Event Page,200,OK,Users 1-5,text,true,,6986,274,1,1,66,0,0
1493670850042,524,GET: Manage Events Page,200,OK,Users 1-5,text,true,,2413873,274,1,1,505,0,0
1493670850570,258,POST: Create Event Page,200,OK,Users 1-5,text,true,,5805,91456,1,1,258,0,0
1493670850829,57,GET: Search Events Page,200,OK,Users 1-5,text,true,,4884,274,1,1,56,0,0
1493670850886,312,POST: Search Events Page,200,OK,Users 1-5,text,true,,1209729,302,1,1,287,0,0
1493670851199,64,GET: Sign Out Page,200,OK,Users 1-5,text,true,,6019,451,1,1,28,0,1
1493670867439,71,GET: Home Page,200,OK,Users 1-1,text,true,,5750,182,1,1,71,0,1
1493670867511,19,GET: Sign In Page,200,OK,Users 1-1,text,true,,5309,189,1,1,19,0,0
1493670867530,119,POST: Sign In Page,200,OK,Users 1-1,text,true,,6020,418,1,1,73,0,0
1493670867650,47,GET: Home Page,200,OK,Users 1-1,text,true,,5739,261,1,1,47,0,0
1493670867698,510,GET: Dashboard Page,200,OK,Users 1-1,text,true,,5716,276,1,1,509,0,0
1493670868208,52,GET: Create Event Page,200,OK,Users 1-1,text,true,,6986,274,1,1,52,0,0
1493670868261,524,GET: Manage Events Page,200,OK,Users 1-1,text,true,,2534284,274,1,1,493,0,0
1493670868868,59,GET: Home Page,200,OK,Users 1-2,text,true,,5750,182,2,2,59,0,1
1493670868928,22,GET: Sign In Page,200,OK,Users 1-2,text,true,,5309,189,2,2,22,0,0
1493670868951,127,POST: Sign In Page,200,OK,Users 1-2,text,true,,6020,418,2,2,82,0,0
1493670868788,304,POST: Create Event Page,200,OK,Users 1-1,text,true,,5805,91474,2,2,304,0,0
1493670869078,85,GET: Home Page,200,OK,Users 1-2,text,true,,5739,261,2,2,84,0,0
1493670869093,126,GET: Search Events Page,200,OK,Users 1-1,text,false,Test failed: text expected to contain /Enter search query/,5506,542,2,2,49,0,0
1493670869219,115,POST: Search Events Page,200,OK,Users 1-1,text,false,Test failed: text expected to contain /JMeter Test Title/,5506,505,2,2,59,0,0
1493670869334,78,GET: Sign Out Page,200,OK,Users 1-1,text,true,,5940,530,2,2,28,0,0
1493670869164,600,GET: Dashboard Page,200,OK,Users 1-2,text,true,,5716,276,1,1,599,0,0
1493670869764,53,GET: Create Event Page,200,OK,Users 1-2,text,true,,6986,274,1,1,53,0,0
1493670870302,68,GET: Home Page,200,OK,Users 1-3,text,true,,5750,182,2,2,68,0,1
1493670869817,554,GET: Manage Events Page,200,OK,Users 1-2,text,true,,2654870,274,2,2,503,0,0
1493670870371,56,GET: Sign In Page,200,OK,Users 1-3,text,true,,5309,189,2,2,55,0,0
1493670870427,232,POST: Sign In Page,200,OK,Users 1-3,text,true,,6020,418,2,2,177,0,0
1493670870660,51,GET: Home Page,200,OK,Users 1-3,text,true,,5739,261,2,2,51,0,0
1493670870377,376,POST: Create Event Page,200,OK,Users 1-2,text,true,,5805,91411,2,2,376,0,0
1493670870754,112,GET: Search Events Page,200,OK,Users 1-2,text,false,Test failed: text expected to contain /Enter search query/,5506,542,2,2,49,0,0
1493670870866,129,POST: Search Events Page,200,OK,Users 1-2,text,false,Test failed: text expected to contain /JMeter Test Title/,5506,505,2,2,52,0,0
1493670870995,79,GET: Sign Out Page,200,OK,Users 1-2,text,true,,5940,530,2,2,34,0,0
1493670870712,651,GET: Dashboard Page,200,OK,Users 1-3,text,true,,5716,276,1,1,651,0,0
1493670871364,54,GET: Create Event Page,200,OK,Users 1-3,text,true,,6986,274,1,1,54,0,0
1493670871731,65,GET: Home Page,200,OK,Users 1-4,text,true,,5750,182,2,2,65,0,1
1493670871796,35,GET: Sign In Page,200,OK,Users 1-4,text,true,,5309,189,2,2,35,0,0
1493670871831,262,POST: Sign In Page,200,OK,Users 1-4,text,true,,6020,418,2,2,149,0,0
1493670871419,709,GET: Manage Events Page,200,OK,Users 1-3,text,true,,2775222,274,2,2,638,0,0
1493670872094,79,GET: Home Page,200,OK,Users 1-4,text,true,,5739,261,2,2,79,0,0
1493670872132,122,POST: Create Event Page,200,OK,Users 1-3,text,false,Test failed: text expected to contain /Event sucessfully created!/,5506,91686,2,2,59,0,0
1493670872255,117,GET: Search Events Page,200,OK,Users 1-3,text,false,Test failed: text expected to contain /Enter search query/,5506,542,2,2,48,0,0
1493670872373,107,POST: Search Events Page,200,OK,Users 1-3,text,false,Test failed: text expected to contain /JMeter Test Title/,5506,505,2,2,49,0,0
1493670872480,79,GET: Sign Out Page,200,OK,Users 1-3,text,true,,5940,530,2,2,23,0,0
1493670872174,621,GET: Dashboard Page,200,OK,Users 1-4,text,true,,5716,276,1,1,621,0,0
1493670872796,60,GET: Create Event Page,200,OK,Users 1-4,text,true,,6986,274,1,1,60,0,0
1493670873158,76,GET: Home Page,200,OK,Users 1-5,text,true,,5750,182,2,2,76,0,3
1493670873235,19,GET: Sign In Page,200,OK,Users 1-5,text,true,,5309,189,2,2,18,0,0
1493670873254,179,POST: Sign In Page,200,OK,Users 1-5,text,true,,6020,418,2,2,118,0,0
1493670873433,88,GET: Home Page,200,OK,Users 1-5,text,true,,5739,261,2,2,88,0,0
1493670872857,752,GET: Manage Events Page,200,OK,Users 1-4,text,true,,2775236,274,2,2,689,0,0
1493670873613,154,POST: Create Event Page,200,OK,Users 1-4,text,false,Test failed: text expected to contain /Event sucessfully created!/,5506,91632,2,2,71,0,0
1493670873767,130,GET: Search Events Page,200,OK,Users 1-4,text,false,Test failed: text expected to contain /Enter search query/,5506,542,2,2,60,0,1
1493670873897,126,POST: Search Events Page,200,OK,Users 1-4,text,false,Test failed: text expected to contain /JMeter Test Title/,5506,505,2,2,47,0,0
1493670874024,120,GET: Sign Out Page,200,OK,Users 1-4,text,true,,5940,530,2,2,32,0,0
1493670873521,802,GET: Dashboard Page,200,OK,Users 1-5,text,true,,5716,276,1,1,802,0,0
1493670874325,55,GET: Create Event Page,200,OK,Users 1-5,text,true,,6986,274,1,1,55,0,0
1493670874588,62,GET: Home Page,200,OK,Users 1-6,text,true,,5750,182,2,2,62,0,1
1493670874651,29,GET: Sign In Page,200,OK,Users 1-6,text,true,,5309,189,2,2,29,0,0
1493670874681,163,POST: Sign In Page,200,OK,Users 1-6,text,true,,6020,418,2,2,107,0,0
1493670874844,66,GET: Home Page,200,OK,Users 1-6,text,true,,5739,261,2,2,66,0,0
1493670874381,792,GET: Manage Events Page,200,OK,Users 1-5,text,true,,2775241,274,2,2,749,0,0
1493670875178,119,POST: Create Event Page,200,OK,Users 1-5,text,false,Test failed: text expected to contain /Event sucessfully created!/,5506,91632,2,2,50,0,1
1493670875298,131,GET: Search Events Page,200,OK,Users 1-5,text,false,Test failed: text expected to contain /Enter search query/,5506,542,2,2,56,0,0
1493670875429,148,POST: Search Events Page,200,OK,Users 1-5,text,false,Test failed: text expected to contain /JMeter Test Title/,5506,505,2,2,79,0,0
1493670875578,104,GET: Sign Out Page,200,OK,Users 1-5,text,true,,5940,530,2,2,29,0,0
1493670874911,895,GET: Dashboard Page,200,OK,Users 1-6,text,true,,5716,276,1,1,895,0,0
1493670875807,63,GET: Create Event Page,200,OK,Users 1-6,text,true,,6986,274,1,1,63,0,0
1493670876017,43,GET: Home Page,200,OK,Users 1-7,text,true,,5750,182,2,2,43,0,0
1493670876061,21,GET: Sign In Page,200,OK,Users 1-7,text,true,,5309,189,2,2,21,0,0
1493670876083,203,POST: Sign In Page,200,OK,Users 1-7,text,true,,6020,418,2,2,118,0,0
1493670876287,65,GET: Home Page,200,OK,Users 1-7,text,true,,5739,261,2,2,65,0,0
1493670875871,889,GET: Manage Events Page,200,OK,Users 1-6,text,true,,2775219,274,2,2,755,0,0
1493670876764,113,POST: Create Event Page,200,OK,Users 1-6,text,false,Test failed: text expected to contain /Event sucessfully created!/,5506,91659,2,2,54,0,1
1493670876878,169,GET: Search Events Page,200,OK,Users 1-6,text,false,Test failed: text expected to contain /Enter search query/,5506,542,2,2,83,0,0
1493670876353,809,GET: Dashboard Page,200,OK,Users 1-7,text,true,,5716,276,2,2,806,0,0
1493670877048,129,POST: Search Events Page,200,OK,Users 1-6,text,false,Test failed: text expected to contain /JMeter Test Title/,5506,505,2,2,40,0,0
1493670877162,69,GET: Create Event Page,200,OK,Users 1-7,text,true,,6986,274,2,2,69,0,0
1493670877177,117,GET: Sign Out Page,200,OK,Users 1-6,text,true,,5940,530,2,2,55,0,0
1493670877232,658,GET: Manage Events Page,200,OK,Users 1-7,text,true,,2775272,274,1,1,627,0,0
1493670877894,263,POST: Create Event Page,200,OK,Users 1-7,text,true,,5805,91411,1,1,263,0,0
1493670878158,54,GET: Search Events Page,200,OK,Users 1-7,text,true,,4884,274,1,1,54,0,0
1493670878212,316,POST: Search Events Page,200,OK,Users 1-7,text,true,,1209630,302,1,1,305,0,0
1493670878529,67,GET: Sign Out Page,200,OK,Users 1-7,text,true,,6019,451,1,1,29,0,0
1493670888804,83,GET: Home Page,200,OK,Users 1-1,text,true,,5750,182,1,1,83,0,1
1493670888888,19,GET: Sign In Page,200,OK,Users 1-1,text,true,,5309,189,1,1,19,0,0
1493670888908,132,POST: Sign In Page,200,OK,Users 1-1,text,true,,6020,418,1,1,80,0,0
1493670889040,53,GET: Home Page,200,OK,Users 1-1,text,true,,5739,261,1,1,52,0,0
1493670889093,583,GET: Dashboard Page,200,OK,Users 1-1,text,true,,5716,276,1,1,583,0,0
1493670889677,61,GET: Create Event Page,200,OK,Users 1-1,text,true,,6986,274,1,1,61,0,0
1493670889738,621,GET: Manage Events Page,200,OK,Users 1-1,text,true,,2895670,274,1,1,599,0,0
1493670890362,269,POST: Create Event Page,200,OK,Users 1-1,text,true,,5805,91465,1,1,269,0,0
1493670890632,64,GET: Search Events Page,200,OK,Users 1-1,text,true,,4884,274,1,1,63,0,0
1493670890811,48,GET: Home Page,200,OK,Users 1-2,text,true,,5750,182,2,2,47,0,2
1493670890859,21,GET: Sign In Page,200,OK,Users 1-2,text,true,,5309,189,2,2,21,0,0
1493670890881,149,POST: Sign In Page,200,OK,Users 1-2,text,true,,6020,418,2,2,87,0,0
1493670891031,59,GET: Home Page,200,OK,Users 1-2,text,true,,5739,261,2,2,59,0,0
1493670890696,529,POST: Search Events Page,200,OK,Users 1-1,text,true,,1209623,302,2,2,481,0,0
1493670891227,116,GET: Sign Out Page,200,OK,Users 1-1,text,true,,5940,530,2,2,44,0,1
1493670891091,649,GET: Dashboard Page,200,OK,Users 1-2,text,true,,5716,276,1,1,649,0,0
1493670891741,62,GET: Create Event Page,200,OK,Users 1-2,text,true,,6986,274,1,1,62,0,0
1493670891803,623,GET: Manage Events Page,200,OK,Users 1-2,text,true,,3016152,274,1,1,597,0,0
1493670892431,251,POST: Create Event Page,200,OK,Users 1-2,text,true,,5805,91411,1,1,251,0,0
1493670892683,69,GET: Search Events Page,200,OK,Users 1-2,text,true,,4884,274,1,1,68,0,0
1493670892811,67,GET: Home Page,200,OK,Users 1-3,text,true,,5750,182,2,2,67,0,1
1493670892879,30,GET: Sign In Page,200,OK,Users 1-3,text,true,,5309,189,2,2,30,0,0
1493670892909,175,POST: Sign In Page,200,OK,Users 1-3,text,true,,6020,418,2,2,113,0,0
1493670893084,64,GET: Home Page,200,OK,Users 1-3,text,true,,5739,261,2,2,64,0,0
